timePeriod/start/__text,readingQuality/__text,value/__text
1679907600,ACTUAL,0.21
1679909400,ACTUAL,1.08
1679911200,ACTUAL,0.22
1679913000,ACTUAL,0.24
1679914800,ACTUAL,0.12
1679916600,ACTUAL,0.12
1679918400,ACTUAL,0.61
1679920200,ACTUAL,0.45
1679922000,ACTUAL,0.06
1679923800,ACTUAL,0.08
1679925600,ACTUAL,0.04
1679927400,ACTUAL,0.05
1679929200,ACTUAL,0.08
1679931000,ACTUAL,0.04
1679932800,ACTUAL,0.04
1679934600,ACTUAL,0.08
1679936400,ACTUAL,0.05
1679938200,ACTUAL,0.04
1679940000,ACTUAL,0.08
1679941800,ACTUAL,0.04
1679943600,ACTUAL,0.05
1679945400,ACTUAL,0.08
1679947200,ACTUAL,0.4
1679949000,ACTUAL,0.19
1679950800,ACTUAL,0.16
1679952600,ACTUAL,0.11
1679954400,ACTUAL,0.23
1679956200,ACTUAL,1.74
1679958000,ACTUAL,0.15
1679959800,ACTUAL,0.05
1679961600,ACTUAL,0.44
1679963400,ACTUAL,0.07
1679965200,ACTUAL,0.07
1679967000,ACTUAL,0.24
1679968800,ACTUAL,0.07
1679970600,ACTUAL,0.04
1679972400,ACTUAL,0.08
1679974200,ACTUAL,0.19
1679976000,ACTUAL,0.04
1679977800,ACTUAL,0.09
1679979600,ACTUAL,0.06
1679981400,ACTUAL,0.05
1679983200,ACTUAL,0.09
1679985000,ACTUAL,0.05
1679986800,ACTUAL,0.06
1679988600,ACTUAL,0.09
1679990400,ACTUAL,0.04
1679992200,ACTUAL,0.07
1679994000,ACTUAL,0.64
1679995800,ACTUAL,0.1
1679997600,ACTUAL,0.31
1679999400,ACTUAL,0.13
1680001200,ACTUAL,0.11
1680003000,ACTUAL,0.7
1680004800,ACTUAL,0.12
1680006600,ACTUAL,0.08
1680008400,ACTUAL,0.1
1680010200,ACTUAL,0.07
1680012000,ACTUAL,0.56
1680013800,ACTUAL,0.1
1680015600,ACTUAL,0.06
1680017400,ACTUAL,0.06
1680019200,ACTUAL,0.08
1680021000,ACTUAL,0.04
1680022800,ACTUAL,0.06
1680024600,ACTUAL,0.08
1680026400,ACTUAL,0.17
1680028200,ACTUAL,0.08
1680030000,ACTUAL,0.22
1680031800,ACTUAL,0.18
1680033600,ACTUAL,0.09
1680035400,ACTUAL,0.19
1680037200,ACTUAL,0.04
1680039000,ACTUAL,0.08
1680040800,ACTUAL,0.99
1680042600,ACTUAL,0.86
1680044400,ACTUAL,0.08
1680046200,ACTUAL,0.06
1680048000,ACTUAL,0.04
1680049800,ACTUAL,0.22
1680051600,ACTUAL,0.15
1680053400,ACTUAL,0.12
1680055200,ACTUAL,0.26
1680057000,ACTUAL,0.59
1680058800,ACTUAL,0.33
1680060600,ACTUAL,0.07
1680062400,ACTUAL,0.09
1680064200,ACTUAL,0.05
1680066000,ACTUAL,0.06
1680067800,ACTUAL,0.09
1680069600,ACTUAL,0.05
1680071400,ACTUAL,0.05
1680073200,ACTUAL,0.09
1680075000,ACTUAL,0.06
1680076800,ACTUAL,0.04
1680078600,ACTUAL,0.09
1680080400,ACTUAL,0.06
1680082200,ACTUAL,0.05
1680084000,ACTUAL,1.11
1680085800,ACTUAL,0.49
1680087600,ACTUAL,0.46
1680089400,ACTUAL,0.94
1680091200,ACTUAL,0.13
1680093000,ACTUAL,0.05
1680094800,ACTUAL,0.06
1680096600,ACTUAL,0.09
1680098400,ACTUAL,0.05
1680100200,ACTUAL,0.05
1680102000,ACTUAL,0.09
1680103800,ACTUAL,0.05
1680105600,ACTUAL,0.04
1680107400,ACTUAL,0.09
1680109200,ACTUAL,0.05
1680111000,ACTUAL,0.04
1680112800,ACTUAL,0.08
1680114600,ACTUAL,0.06
1680116400,ACTUAL,0.04
1680118200,ACTUAL,0.12
1680120000,ACTUAL,0.73
1680121800,ACTUAL,0.12
1680123600,ACTUAL,0.08
1680125400,ACTUAL,0.06
1680127200,ACTUAL,0.04
1680129000,ACTUAL,1.08
1680130800,ACTUAL,1.02
1680132600,ACTUAL,0.04
1680134400,ACTUAL,0.08
1680136200,ACTUAL,0.07
1680138000,ACTUAL,0.06
1680139800,ACTUAL,0.18
1680141600,ACTUAL,0.11
1680143400,ACTUAL,0.05
1680145200,ACTUAL,0.07
1680147000,ACTUAL,0.1
1680148800,ACTUAL,0.04
1680150600,ACTUAL,0.06
1680152400,ACTUAL,0.09
1680154200,ACTUAL,0.59
1680156000,ACTUAL,0.06
1680157800,ACTUAL,0.09
1680159600,ACTUAL,0.05
1680161400,ACTUAL,0.06
1680163200,ACTUAL,0.09
1680165000,ACTUAL,0.05
1680166800,ACTUAL,0.05
1680168600,ACTUAL,0.12
1680170400,ACTUAL,0.18
1680172200,ACTUAL,0.12
1680174000,ACTUAL,0.17
1680175800,ACTUAL,0.8
1680177600,ACTUAL,0.04
1680179400,ACTUAL,0.17
1680181200,ACTUAL,0.18
1680183000,ACTUAL,0.74
1680184800,ACTUAL,0.15
1680186600,ACTUAL,0.17
1680188400,ACTUAL,0.13
1680190200,ACTUAL,0.16
1680192000,ACTUAL,0.18
1680193800,ACTUAL,0.13
1680195600,ACTUAL,0.07
1680197400,ACTUAL,0.09
1680199200,ACTUAL,0.62
1680201000,ACTUAL,1.38
1680202800,ACTUAL,0.22
1680204600,ACTUAL,0.93
1680206400,ACTUAL,0.22
1680208200,ACTUAL,0.21
1680210000,ACTUAL,0.21
1680211800,ACTUAL,0.06
1680213600,ACTUAL,0.27
1680215400,ACTUAL,0.72
1680217200,ACTUAL,2.22
1680219000,ACTUAL,1.64
1680220800,ACTUAL,1.43
1680222600,ACTUAL,0.8
1680224400,ACTUAL,0.18
1680226200,ACTUAL,1.23
1680228000,ACTUAL,0.18
1680229800,ACTUAL,0.06
1680231600,ACTUAL,0.08
1680233400,ACTUAL,0.07
1680235200,ACTUAL,0.06
1680237000,ACTUAL,0.08
1680238800,ACTUAL,0.04
1680240600,ACTUAL,0.09
1680242400,ACTUAL,0.05
1680244200,ACTUAL,0.07
1680246000,ACTUAL,0.07
1680247800,ACTUAL,0.06
1680249600,ACTUAL,0.08
1680251400,ACTUAL,0.04
1680253200,ACTUAL,0.09
1680255000,ACTUAL,0.06
1680256800,ACTUAL,0.9
1680258600,ACTUAL,0.23
1680260400,ACTUAL,0.28
1680262200,ACTUAL,0.17
1680264000,ACTUAL,0.3
1680265800,ACTUAL,1.22
1680267600,ACTUAL,0.06
1680269400,ACTUAL,0.06
1680271200,ACTUAL,0.06
1680273000,ACTUAL,0.06
1680274800,ACTUAL,0.06
1680276600,ACTUAL,0.06
1680278400,ACTUAL,0.06
1680280200,ACTUAL,0.07
1680282000,ACTUAL,0.05
1680283800,ACTUAL,0.07
1680285600,ACTUAL,0.05
1680287400,ACTUAL,0.08
1680289200,ACTUAL,0.04
1680291000,ACTUAL,0.08
1680292800,ACTUAL,0.04
1680294600,ACTUAL,0.09
1680296400,ACTUAL,0.04
1680298200,ACTUAL,0.08
1680300000,ACTUAL,0.08
1680301800,ACTUAL,1.68
1680303600,ACTUAL,0.11
1680305400,ACTUAL,0.06
1680307200,ACTUAL,0.05
1680309000,ACTUAL,0.13
1680310800,ACTUAL,0.12
1680312600,ACTUAL,0.05
1680314400,ACTUAL,0.09
1680316200,ACTUAL,0.04
1680318000,ACTUAL,0.08
1680319800,ACTUAL,0.05
1680321600,ACTUAL,0.08
1680323400,ACTUAL,0.05
1680325200,ACTUAL,0.08
1680327000,ACTUAL,0.06
1680328800,ACTUAL,0.07
1680330600,ACTUAL,0.06
1680332400,ACTUAL,0.07
1680334200,ACTUAL,0.65
1680336000,ACTUAL,0.06
1680337800,ACTUAL,0.07
1680339600,ACTUAL,0.08
1680341400,ACTUAL,0.2
1680343200,ACTUAL,0.14
1680345000,ACTUAL,0.16
1680346800,ACTUAL,0.74
1680348600,ACTUAL,0.39
1680350400,ACTUAL,0.06
1680352200,ACTUAL,0.58
1680354000,ACTUAL,0.23
1680355800,ACTUAL,0.13
1680357600,ACTUAL,0.12
1680359400,ACTUAL,0.12
1680361200,ACTUAL,0.13
1680363000,ACTUAL,0.12
1680364800,ACTUAL,0.14
1680366600,ACTUAL,0.11
1680368400,ACTUAL,0.15
1680370200,ACTUAL,0.1
1680372000,ACTUAL,0.22
1680373800,ACTUAL,0.04
1680375600,ACTUAL,0.21
1680377400,ACTUAL,0.18
1680379200,ACTUAL,0.23
1680381000,ACTUAL,0.22
1680382800,ACTUAL,1.22
1680384600,ACTUAL,0.29
1680386400,ACTUAL,0.16
1680388200,ACTUAL,0.22
1680390000,ACTUAL,0.04
1680391800,ACTUAL,0.08
1680393600,ACTUAL,0.04
1680395400,ACTUAL,0.07
1680397200,ACTUAL,0.04
1680399000,ACTUAL,0.2
1680400800,ACTUAL,0.13
1680402600,ACTUAL,0.64
1680404400,ACTUAL,0.38
1680406200,ACTUAL,0.73
1680408000,ACTUAL,0.11
1680409800,ACTUAL,0.08
1680411600,ACTUAL,0.16
1680413400,ACTUAL,0.06
1680415200,ACTUAL,0.08
1680417000,ACTUAL,0.05
1680418800,ACTUAL,0.08
1680420600,ACTUAL,0.04
1680422400,ACTUAL,0.09
1680424200,ACTUAL,0.04
1680426000,ACTUAL,0.08
1680427800,ACTUAL,0.04
1680429600,ACTUAL,0.09
1680431400,ACTUAL,0.05
1680433200,ACTUAL,0.07
1680435000,ACTUAL,0.06
1680436800,ACTUAL,1.15
1680438600,ACTUAL,0.54
1680440400,ACTUAL,0.68
1680442200,ACTUAL,0.49
1680444000,ACTUAL,0.07
1680445800,ACTUAL,0.6
1680447600,ACTUAL,0.59
1680449400,ACTUAL,0.36
1680451200,ACTUAL,0.07
1680453000,ACTUAL,0.08
1680454800,ACTUAL,0.08
1680456600,ACTUAL,0.55
1680458400,ACTUAL,0.1
1680460200,ACTUAL,0.06
1680462000,ACTUAL,0.1
1680463800,ACTUAL,0.17
1680465600,ACTUAL,0.2
1680467400,ACTUAL,0.1
1680469200,ACTUAL,0.06
1680471000,ACTUAL,0.08
1680472800,ACTUAL,0.04
1680474600,ACTUAL,0.29
1680476400,ACTUAL,1.44
1680478200,ACTUAL,1.0
1680480000,ACTUAL,0.3
1680481800,ACTUAL,0.18
1680483600,ACTUAL,0.25
1680485400,ACTUAL,0.9
1680487200,ACTUAL,0.09
1680489000,ACTUAL,0.06
1680490800,ACTUAL,0.08
1680492600,ACTUAL,0.05
1680494400,ACTUAL,0.07
1680496200,ACTUAL,0.07
1680498000,ACTUAL,0.06
1680499800,ACTUAL,0.07
1680501600,ACTUAL,0.06
1680503400,ACTUAL,0.08
1680505200,ACTUAL,0.04
1680507000,ACTUAL,0.08
1680508800,ACTUAL,0.04
1680510600,ACTUAL,0.09
1680512400,ACTUAL,0.12
1680514200,ACTUAL,0.82
1680516000,ACTUAL,0.13
1680517800,ACTUAL,0.14
1680519600,ACTUAL,0.84
1680521400,ACTUAL,0.07
1680523200,ACTUAL,0.45
1680525000,ACTUAL,0.36
1680526800,ACTUAL,0.09
1680528600,ACTUAL,0.05
1680530400,ACTUAL,0.09
1680532200,ACTUAL,0.06
1680534000,ACTUAL,0.07
1680535800,ACTUAL,0.06
1680537600,ACTUAL,0.07
1680539400,ACTUAL,0.08
1680541200,ACTUAL,0.05
1680543000,ACTUAL,0.08
1680544800,ACTUAL,0.05
1680546600,ACTUAL,0.09
1680548400,ACTUAL,0.05
1680550200,ACTUAL,0.79
1680552000,ACTUAL,0.61
1680553800,ACTUAL,0.16
1680555600,ACTUAL,0.06
1680557400,ACTUAL,0.06
1680559200,ACTUAL,0.07
1680561000,ACTUAL,0.08
1680562800,ACTUAL,0.17
1680564600,ACTUAL,0.04
1680566400,ACTUAL,0.09
1680568200,ACTUAL,0.08
1680570000,ACTUAL,0.15
1680571800,ACTUAL,0.08
1680573600,ACTUAL,0.07
1680575400,ACTUAL,0.61
1680577200,ACTUAL,0.06
1680579000,ACTUAL,0.08
1680580800,ACTUAL,0.05
1680582600,ACTUAL,0.08
1680584400,ACTUAL,0.05
1680586200,ACTUAL,0.09
1680588000,ACTUAL,0.04
1680589800,ACTUAL,0.08
1680591600,ACTUAL,0.05
1680593400,ACTUAL,0.08
1680595200,ACTUAL,0.06
1680597000,ACTUAL,0.06
1680598800,ACTUAL,0.09
1680600600,ACTUAL,0.22
1680602400,ACTUAL,0.18
1680604200,ACTUAL,0.84
1680606000,ACTUAL,0.3
1680607800,ACTUAL,0.47
1680609600,ACTUAL,0.51
1680611400,ACTUAL,0.1
1680613200,ACTUAL,0.09
1680615000,ACTUAL,0.05
1680616800,ACTUAL,0.08
1680618600,ACTUAL,0.05
1680620400,ACTUAL,0.07
1680622200,ACTUAL,0.04
1680624000,ACTUAL,0.08
1680625800,ACTUAL,0.04
1680627600,ACTUAL,0.07
1680629400,ACTUAL,0.04
1680631200,ACTUAL,0.08
1680633000,ACTUAL,0.04
1680634800,ACTUAL,0.23
1680636600,ACTUAL,0.46
1680638400,ACTUAL,1.89
1680640200,ACTUAL,0.23
1680642000,ACTUAL,0.27
1680643800,ACTUAL,0.16
1680645600,ACTUAL,0.29
1680647400,ACTUAL,0.2
1680649200,ACTUAL,0.18
1680651000,ACTUAL,0.13
1680652800,ACTUAL,0.05
1680654600,ACTUAL,0.15
1680656400,ACTUAL,0.06
1680658200,ACTUAL,0.19
1680660000,ACTUAL,0.28
1680661800,ACTUAL,0.23
1680663600,ACTUAL,0.06
1680665400,ACTUAL,0.07
1680667200,ACTUAL,0.07
1680669000,ACTUAL,0.74
1680670800,ACTUAL,0.05
1680672600,ACTUAL,0.17
1680674400,ACTUAL,0.05
1680676200,ACTUAL,0.08
1680678000,ACTUAL,0.05
1680679800,ACTUAL,0.17
1680681600,ACTUAL,0.04
1680683400,ACTUAL,0.08
1680685200,ACTUAL,0.04
1680687000,ACTUAL,0.18
1680688800,ACTUAL,0.16
1680690600,ACTUAL,0.23
1680692400,ACTUAL,1.16
1680694200,ACTUAL,0.23
1680696000,ACTUAL,0.2
1680697800,ACTUAL,0.08
1680699600,ACTUAL,0.06
1680701400,ACTUAL,0.06
1680703200,ACTUAL,0.07
1680705000,ACTUAL,0.04
1680706800,ACTUAL,0.08
1680708600,ACTUAL,0.04
1680710400,ACTUAL,0.61
1680712200,ACTUAL,0.04
1680714000,ACTUAL,0.13
1680715800,ACTUAL,0.13
1680717600,ACTUAL,0.05
1680719400,ACTUAL,0.19
1680721200,ACTUAL,0.22
1680723000,ACTUAL,0.05
1680724800,ACTUAL,0.2
1680726600,ACTUAL,0.24
1680728400,ACTUAL,0.19
1680730200,ACTUAL,0.23
1680732000,ACTUAL,0.17
1680733800,ACTUAL,0.9
1680735600,ACTUAL,2.18
1680737400,ACTUAL,1.02
1680739200,ACTUAL,2.69
1680741000,ACTUAL,2.9
1680742800,ACTUAL,1.8
1680744600,ACTUAL,1.05
1680746400,ACTUAL,0.99
1680748200,ACTUAL,0.18
1680750000,ACTUAL,0.22
1680751800,ACTUAL,0.03
1680753600,ACTUAL,0.19
1680755400,ACTUAL,0.15
1680757200,ACTUAL,0.07
1680759000,ACTUAL,0.18
1680760800,ACTUAL,0.06
1680762600,ACTUAL,0.18
1680764400,ACTUAL,0.06
1680766200,ACTUAL,0.2
1680768000,ACTUAL,0.74
1680769800,ACTUAL,0.22
1680771600,ACTUAL,0.06
1680773400,ACTUAL,0.22
1680775200,ACTUAL,0.23
1680777000,ACTUAL,0.12
1680778800,ACTUAL,0.82
1680780600,ACTUAL,0.18
1680782400,ACTUAL,0.2
1680784200,ACTUAL,0.14
1680786000,ACTUAL,0.2
1680787800,ACTUAL,0.1
1680789600,ACTUAL,0.23
1680791400,ACTUAL,0.04
1680793200,ACTUAL,0.04
1680795000,ACTUAL,0.04
1680796800,ACTUAL,0.04
1680798600,ACTUAL,0.06
1680800400,ACTUAL,0.02
1680802200,ACTUAL,0.06
1680804000,ACTUAL,0.02
1680805800,ACTUAL,0.22
1680807600,ACTUAL,0.16
1680809400,ACTUAL,0.08
1680811200,ACTUAL,0.17
1680813000,ACTUAL,0.1
1680814800,ACTUAL,0.15
1680816600,ACTUAL,0.03
1680818400,ACTUAL,0.2
1680820200,ACTUAL,0.78
1680822000,ACTUAL,1.45
1680823800,ACTUAL,0.17
1680825600,ACTUAL,0.06
1680827400,ACTUAL,0.15
1680829200,ACTUAL,0.14
1680831000,ACTUAL,0.6
1680832800,ACTUAL,0.35
1680834600,ACTUAL,0.3
1680836400,ACTUAL,0.04
1680838200,ACTUAL,0.09
1680840000,ACTUAL,0.05
1680841800,ACTUAL,0.08
1680843600,ACTUAL,0.05
1680845400,ACTUAL,0.08
1680847200,ACTUAL,0.07
1680849000,ACTUAL,0.06
1680850800,ACTUAL,0.07
1680852600,ACTUAL,0.05
1680854400,ACTUAL,0.09
1680856200,ACTUAL,0.04
1680858000,ACTUAL,0.08
1680859800,ACTUAL,0.05
1680861600,ACTUAL,0.08
1680863400,ACTUAL,0.06
1680865200,ACTUAL,0.06
1680867000,ACTUAL,0.56
1680868800,ACTUAL,0.2
1680870600,ACTUAL,0.15
1680872400,ACTUAL,0.07
1680874200,ACTUAL,0.1
1680876000,ACTUAL,0.09
1680877800,ACTUAL,0.18
1680879600,ACTUAL,0.22
1680881400,ACTUAL,0.68
1680883200,ACTUAL,0.15
1680885000,ACTUAL,0.1
1680886800,ACTUAL,0.16
1680888600,ACTUAL,0.09
1680890400,ACTUAL,0.1
1680892200,ACTUAL,0.05
1680894000,ACTUAL,0.06
1680895800,ACTUAL,0.06
1680897600,ACTUAL,0.1
1680899400,ACTUAL,0.14
1680901200,ACTUAL,0.11
1680903000,ACTUAL,0.15
1680904800,ACTUAL,0.67
1680906600,ACTUAL,0.16
1680908400,ACTUAL,0.12
1680910200,ACTUAL,0.63
1680912000,ACTUAL,0.56
1680913800,ACTUAL,0.86
1680915600,ACTUAL,0.15
1680917400,ACTUAL,0.12
1680919200,ACTUAL,0.12
1680921000,ACTUAL,0.05
1680922800,ACTUAL,0.6
1680924600,ACTUAL,0.07
1680926400,ACTUAL,0.06
1680928200,ACTUAL,0.08
1680930000,ACTUAL,0.05
1680931800,ACTUAL,0.08
1680933600,ACTUAL,0.04
1680935400,ACTUAL,0.09
1680937200,ACTUAL,0.06
1680939000,ACTUAL,0.07
1680940800,ACTUAL,0.06
1680942600,ACTUAL,0.06
1680944400,ACTUAL,0.08
1680946200,ACTUAL,0.04
1680948000,ACTUAL,0.08
1680949800,ACTUAL,0.04
1680951600,ACTUAL,0.08
1680953400,ACTUAL,0.1
1680955200,ACTUAL,0.07
1680957000,ACTUAL,0.09
1680958800,ACTUAL,0.92
1680960600,ACTUAL,0.28
1680962400,ACTUAL,0.04
1680964200,ACTUAL,0.08
1680966000,ACTUAL,0.04
1680967800,ACTUAL,0.06
1680969600,ACTUAL,0.05
1680971400,ACTUAL,0.05
1680973200,ACTUAL,0.07
1680975000,ACTUAL,0.04
1680976800,ACTUAL,0.08
1680978600,ACTUAL,0.04
1680980400,ACTUAL,0.07
1680982200,ACTUAL,0.05
1680984000,ACTUAL,0.06
1680985800,ACTUAL,0.31
1680987600,ACTUAL,1.49
1680989400,ACTUAL,0.64
1680991200,ACTUAL,0.07
1680993000,ACTUAL,0.14
1680994800,ACTUAL,0.1
1680996600,ACTUAL,0.12
1680998400,ACTUAL,0.12
1681000200,ACTUAL,0.1
1681002000,ACTUAL,0.24
1681003800,ACTUAL,0.14
1681005600,ACTUAL,0.09
1681007400,ACTUAL,0.08
1681009200,ACTUAL,0.04
1681011000,ACTUAL,0.09
1681012800,ACTUAL,0.04
1681014600,ACTUAL,0.07
1681016400,ACTUAL,0.47
1681018200,ACTUAL,0.25
1681020000,ACTUAL,0.09
1681021800,ACTUAL,0.26
1681023600,ACTUAL,0.09
1681025400,ACTUAL,0.09
1681027200,ACTUAL,0.08
1681029000,ACTUAL,0.05
1681030800,ACTUAL,0.07
1681032600,ACTUAL,0.04
1681034400,ACTUAL,0.08
1681036200,ACTUAL,0.04
1681038000,ACTUAL,0.08
1681039800,ACTUAL,0.04
1681041600,ACTUAL,0.07
1681043400,ACTUAL,0.1
1681045200,ACTUAL,0.06
1681047000,ACTUAL,0.06
1681048800,ACTUAL,0.04
1681050600,ACTUAL,0.08
1681052400,ACTUAL,0.6
1681054200,ACTUAL,0.18
1681056000,ACTUAL,0.04
1681057800,ACTUAL,0.08
1681059600,ACTUAL,0.04
1681061400,ACTUAL,0.06
1681063200,ACTUAL,0.05
1681065000,ACTUAL,0.05
1681066800,ACTUAL,0.06
1681068600,ACTUAL,0.04
1681070400,ACTUAL,0.07
1681072200,ACTUAL,0.04
1681074000,ACTUAL,0.08
1681075800,ACTUAL,0.04
1681077600,ACTUAL,0.08
1681079400,ACTUAL,0.04
1681081200,ACTUAL,0.06
1681083000,ACTUAL,1.07
1681084800,ACTUAL,0.06
1681086600,ACTUAL,0.07
1681088400,ACTUAL,0.05
1681090200,ACTUAL,0.09
1681092000,ACTUAL,0.12
1681093800,ACTUAL,0.16
1681095600,ACTUAL,0.09
1681097400,ACTUAL,0.06
1681099200,ACTUAL,0.06
1681101000,ACTUAL,0.05
1681102800,ACTUAL,0.07
1681104600,ACTUAL,0.04
1681106400,ACTUAL,0.08
1681108200,ACTUAL,0.04
1681110000,ACTUAL,0.08
1681111800,ACTUAL,0.04
1681113600,ACTUAL,0.07
1681115400,ACTUAL,0.05
1681117200,ACTUAL,0.06
1681119000,ACTUAL,0.05
1681120800,ACTUAL,0.05
1681122600,ACTUAL,0.12
1681124400,ACTUAL,0.52
1681126200,ACTUAL,0.26
1681128000,ACTUAL,0.04
1681129800,ACTUAL,0.07
1681131600,ACTUAL,0.04
1681133400,ACTUAL,0.06
1681135200,ACTUAL,0.05
1681137000,ACTUAL,0.06
1681138800,ACTUAL,0.07
1681140600,ACTUAL,0.04
1681142400,ACTUAL,0.08
1681144200,ACTUAL,0.04
1681146000,ACTUAL,0.08
1681147800,ACTUAL,0.04
1681149600,ACTUAL,0.07
1681151400,ACTUAL,0.05
1681153200,ACTUAL,0.06
1681155000,ACTUAL,0.06
1681156800,ACTUAL,0.05
1681158600,ACTUAL,0.06
1681160400,ACTUAL,0.05
1681162200,ACTUAL,0.08
1681164000,ACTUAL,0.04
1681165800,ACTUAL,0.48
1681167600,ACTUAL,1.23
1681169400,ACTUAL,0.07
1681171200,ACTUAL,0.05
1681173000,ACTUAL,0.06
1681174800,ACTUAL,0.06
1681176600,ACTUAL,0.16
1681178400,ACTUAL,0.18
1681180200,ACTUAL,0.13
1681182000,ACTUAL,0.12
1681183800,ACTUAL,0.07
1681185600,ACTUAL,0.6
1681187400,ACTUAL,0.08
1681189200,ACTUAL,0.05
1681191000,ACTUAL,0.08
1681192800,ACTUAL,0.05
1681194600,ACTUAL,0.1
1681196400,ACTUAL,0.05
1681198200,ACTUAL,0.08
1681200000,ACTUAL,0.06
1681201800,ACTUAL,0.07
1681203600,ACTUAL,0.07
1681205400,ACTUAL,0.06
1681207200,ACTUAL,0.08
1681209000,ACTUAL,0.11
1681210800,ACTUAL,0.68
1681212600,ACTUAL,0.12
1681214400,ACTUAL,0.69
1681216200,ACTUAL,0.51
1681218000,ACTUAL,0.07
1681219800,ACTUAL,0.06
1681221600,ACTUAL,0.05
1681223400,ACTUAL,0.07
1681225200,ACTUAL,0.04
1681227000,ACTUAL,0.08
1681228800,ACTUAL,0.04
1681230600,ACTUAL,0.07
1681232400,ACTUAL,0.04
1681234200,ACTUAL,0.07
1681236000,ACTUAL,0.05
1681237800,ACTUAL,0.05
1681239600,ACTUAL,0.06
1681241400,ACTUAL,0.05
1681243200,ACTUAL,0.08
1681245000,ACTUAL,0.04
1681246800,ACTUAL,0.08
1681248600,ACTUAL,0.04
1681250400,ACTUAL,0.08
1681252200,ACTUAL,0.05
1681254000,ACTUAL,0.06
1681255800,ACTUAL,0.06
1681257600,ACTUAL,0.06
1681259400,ACTUAL,0.1
1681261200,ACTUAL,0.34
1681263000,ACTUAL,0.5
1681264800,ACTUAL,0.34
1681266600,ACTUAL,0.99
1681268400,ACTUAL,0.28
1681270200,ACTUAL,0.09
1681272000,ACTUAL,0.08
1681273800,ACTUAL,0.05
1681275600,ACTUAL,0.06
1681277400,ACTUAL,0.06
1681279200,ACTUAL,0.05
1681281000,ACTUAL,0.07
1681282800,ACTUAL,0.04
1681284600,ACTUAL,0.09
1681286400,ACTUAL,0.04
1681288200,ACTUAL,0.07
1681290000,ACTUAL,0.78
1681291800,ACTUAL,0.14
1681293600,ACTUAL,0.13
1681295400,ACTUAL,0.11
1681297200,ACTUAL,1.11
1681299000,ACTUAL,0.26
1681300800,ACTUAL,0.12
1681302600,ACTUAL,0.05
1681304400,ACTUAL,0.07
1681306200,ACTUAL,0.05
1681308000,ACTUAL,0.59
1681309800,ACTUAL,0.07
1681311600,ACTUAL,0.04
1681313400,ACTUAL,0.08
1681315200,ACTUAL,0.04
1681317000,ACTUAL,0.09
1681318800,ACTUAL,0.05
1681320600,ACTUAL,0.07
1681322400,ACTUAL,0.06
1681324200,ACTUAL,0.06
1681326000,ACTUAL,0.08
1681327800,ACTUAL,0.04
1681329600,ACTUAL,0.08
1681331400,ACTUAL,0.04
1681333200,ACTUAL,0.11
1681335000,ACTUAL,0.25
1681336800,ACTUAL,1.47
1681338600,ACTUAL,0.7
1681340400,ACTUAL,0.93
1681342200,ACTUAL,0.2
1681344000,ACTUAL,0.04
1681345800,ACTUAL,0.2
1681347600,ACTUAL,0.04
1681349400,ACTUAL,0.09
1681351200,ACTUAL,0.2
1681353000,ACTUAL,0.08
1681354800,ACTUAL,0.06
1681356600,ACTUAL,0.06
1681358400,ACTUAL,0.08
1681360200,ACTUAL,0.04
1681362000,ACTUAL,0.08
1681363800,ACTUAL,0.04
1681365600,ACTUAL,0.61
1681367400,ACTUAL,0.06
1681369200,ACTUAL,0.06
1681371000,ACTUAL,0.06
1681372800,ACTUAL,0.05
1681374600,ACTUAL,0.08
1681376400,ACTUAL,0.04
1681378200,ACTUAL,0.08
1681380000,ACTUAL,0.18
1681381800,ACTUAL,0.79
1681383600,ACTUAL,0.24
1681385400,ACTUAL,0.13
1681387200,ACTUAL,0.16
1681389000,ACTUAL,0.76
1681390800,ACTUAL,0.2
1681392600,ACTUAL,0.05
1681394400,ACTUAL,0.05
1681396200,ACTUAL,0.06
1681398000,ACTUAL,0.05
1681399800,ACTUAL,0.08
1681401600,ACTUAL,0.04
1681403400,ACTUAL,0.07
1681405200,ACTUAL,0.05
1681407000,ACTUAL,0.06
1681408800,ACTUAL,0.07
1681410600,ACTUAL,0.18
1681412400,ACTUAL,0.25
1681414200,ACTUAL,0.2
1681416000,ACTUAL,0.31
1681417800,ACTUAL,0.36
1681419600,ACTUAL,0.28
1681421400,ACTUAL,1.31
1681423200,ACTUAL,0.19
1681425000,ACTUAL,0.2
1681426800,ACTUAL,0.04
1681428600,ACTUAL,0.11
1681430400,ACTUAL,0.11
1681432200,ACTUAL,0.04
1681434000,ACTUAL,0.07
1681435800,ACTUAL,0.04
1681437600,ACTUAL,0.08
1681439400,ACTUAL,0.18
1681441200,ACTUAL,0.1
1681443000,ACTUAL,0.18
1681444800,ACTUAL,0.06
1681446600,ACTUAL,0.09
1681448400,ACTUAL,0.05
1681450200,ACTUAL,0.09
1681452000,ACTUAL,0.06
1681453800,ACTUAL,0.07
1681455600,ACTUAL,0.07
1681457400,ACTUAL,0.46
1681459200,ACTUAL,0.25
1681461000,ACTUAL,0.05
1681462800,ACTUAL,0.08
1681464600,ACTUAL,0.06
1681466400,ACTUAL,0.07
1681468200,ACTUAL,0.18
1681470000,ACTUAL,0.05
1681471800,ACTUAL,0.19
1681473600,ACTUAL,0.26
1681475400,ACTUAL,1.16
1681477200,ACTUAL,0.41
