timePeriod/start/__text,readingQuality/__text,value/__text
1667953800,ACTUAL,0.12
1667955600,ACTUAL,0.14
1667957400,ACTUAL,0.18
1667959200,ACTUAL,0.41
1667961000,ACTUAL,0.27
1667962800,ACTUAL,1.34
1667964600,ACTUAL,0.43
1667966400,ACTUAL,0.32
1667968200,ACTUAL,0.18
1667970000,ACTUAL,0.08
1667971800,ACTUAL,0.08
1667973600,ACTUAL,0.04
1667975400,ACTUAL,0.09
1667977200,ACTUAL,0.04
1667979000,ACTUAL,0.14
1667980800,ACTUAL,0.57
1667982600,ACTUAL,0.04
1667984400,ACTUAL,0.09
1667986200,ACTUAL,0.04
1667988000,ACTUAL,0.08
1667989800,ACTUAL,0.07
1667991600,ACTUAL,0.15
1667993400,ACTUAL,0.18
1667995200,ACTUAL,0.77
1667997000,ACTUAL,0.43
1667998800,ACTUAL,0.11
1668000600,ACTUAL,0.06
1668002400,ACTUAL,0.05
1668004200,ACTUAL,0.08
1668006000,ACTUAL,0.04
1668007800,ACTUAL,0.07
1668009600,ACTUAL,0.06
1668011400,ACTUAL,0.04
1668013200,ACTUAL,0.08
1668015000,ACTUAL,0.04
1668016800,ACTUAL,0.64
1668018600,ACTUAL,0.06
1668020400,ACTUAL,0.05
1668022200,ACTUAL,0.09
1668024000,ACTUAL,0.04
1668025800,ACTUAL,0.07
1668027600,ACTUAL,0.06
1668029400,ACTUAL,0.07
1668031200,ACTUAL,0.69
1668033000,ACTUAL,2.12
1668034800,ACTUAL,0.21
1668036600,ACTUAL,0.22
1668038400,ACTUAL,1.03
1668040200,ACTUAL,0.49
1668042000,ACTUAL,0.18
1668043800,ACTUAL,0.62
1668045600,ACTUAL,0.38
1668047400,ACTUAL,0.06
1668049200,ACTUAL,0.1
1668051000,ACTUAL,0.07
1668052800,ACTUAL,0.06
1668054600,ACTUAL,0.09
1668056400,ACTUAL,0.04
1668058200,ACTUAL,0.08
1668060000,ACTUAL,0.06
1668061800,ACTUAL,0.06
1668063600,ACTUAL,0.08
1668065400,ACTUAL,0.04
1668067200,ACTUAL,0.08
1668069000,ACTUAL,0.05
1668070800,ACTUAL,0.07
1668072600,ACTUAL,0.07
1668074400,ACTUAL,0.05
1668076200,ACTUAL,0.08
1668078000,ACTUAL,0.04
1668079800,ACTUAL,0.76
1668081600,ACTUAL,0.24
1668083400,ACTUAL,0.17
1668085200,ACTUAL,0.98
1668087000,ACTUAL,0.08
1668088800,ACTUAL,0.06
1668090600,ACTUAL,0.12
1668092400,ACTUAL,0.06
1668094200,ACTUAL,0.42
1668096000,ACTUAL,0.18
1668097800,ACTUAL,0.05
1668099600,ACTUAL,0.09
1668101400,ACTUAL,0.07
1668103200,ACTUAL,0.06
1668105000,ACTUAL,0.23
1668106800,ACTUAL,0.23
1668108600,ACTUAL,0.06
1668110400,ACTUAL,0.09
1668112200,ACTUAL,0.09
1668114000,ACTUAL,0.11
1668115800,ACTUAL,1.94
1668117600,ACTUAL,1.69
1668119400,ACTUAL,1.4
1668121200,ACTUAL,0.25
1668123000,ACTUAL,0.08
1668124800,ACTUAL,0.04
1668126600,ACTUAL,1.43
1668128400,ACTUAL,0.5
1668130200,ACTUAL,0.08
1668132000,ACTUAL,0.13
1668133800,ACTUAL,0.23
1668135600,ACTUAL,1.9
1668137400,ACTUAL,0.42
1668139200,ACTUAL,0.3
1668141000,ACTUAL,0.15
1668142800,ACTUAL,0.05
1668144600,ACTUAL,0.08
1668146400,ACTUAL,0.08
1668148200,ACTUAL,0.04
1668150000,ACTUAL,0.07
1668151800,ACTUAL,0.09
1668153600,ACTUAL,0.04
1668155400,ACTUAL,0.63
1668157200,ACTUAL,0.09
1668159000,ACTUAL,0.04
1668160800,ACTUAL,0.06
1668162600,ACTUAL,0.09
1668164400,ACTUAL,0.16
1668166200,ACTUAL,0.15
1668168000,ACTUAL,1.0
1668169800,ACTUAL,0.05
1668171600,ACTUAL,1.36
1668173400,ACTUAL,0.12
1668175200,ACTUAL,0.06
1668177000,ACTUAL,0.05
1668178800,ACTUAL,0.09
1668180600,ACTUAL,0.52
1668182400,ACTUAL,0.35
1668184200,ACTUAL,0.25
1668186000,ACTUAL,0.18
1668187800,ACTUAL,0.05
1668189600,ACTUAL,0.04
1668191400,ACTUAL,0.03
1668193200,ACTUAL,0.07
1668195000,ACTUAL,0.03
1668196800,ACTUAL,0.04
1668198600,ACTUAL,0.05
1668200400,ACTUAL,0.02
1668202200,ACTUAL,0.06
1668204000,ACTUAL,0.04
1668205800,ACTUAL,0.03
1668207600,ACTUAL,0.08
1668209400,ACTUAL,0.04
1668211200,ACTUAL,0.06
1668213000,ACTUAL,0.08
1668214800,ACTUAL,0.8
1668216600,ACTUAL,1.28
1668218400,ACTUAL,0.16
1668220200,ACTUAL,0.17
1668222000,ACTUAL,0.15
1668223800,ACTUAL,0.14
1668225600,ACTUAL,0.04
1668227400,ACTUAL,0.08
1668229200,ACTUAL,0.07
1668231000,ACTUAL,0.04
1668232800,ACTUAL,0.09
1668234600,ACTUAL,0.06
1668236400,ACTUAL,0.05
1668238200,ACTUAL,0.09
1668240000,ACTUAL,0.05
1668241800,ACTUAL,0.07
1668243600,ACTUAL,0.08
1668245400,ACTUAL,0.26
1668247200,ACTUAL,0.48
1668249000,ACTUAL,0.07
1668250800,ACTUAL,0.04
1668252600,ACTUAL,0.09
1668254400,ACTUAL,0.04
1668256200,ACTUAL,0.07
1668258000,ACTUAL,0.08
1668259800,ACTUAL,0.04
1668261600,ACTUAL,0.08
1668263400,ACTUAL,0.17
1668265200,ACTUAL,0.12
1668267000,ACTUAL,0.56
1668268800,ACTUAL,0.82
1668270600,ACTUAL,0.06
1668272400,ACTUAL,0.02
1668274200,ACTUAL,0.14
1668276000,ACTUAL,1.11
1668277800,ACTUAL,0.25
1668279600,ACTUAL,0.1
1668281400,ACTUAL,0.66
1668283200,ACTUAL,0.07
1668285000,ACTUAL,0.06
1668286800,ACTUAL,0.04
1668288600,ACTUAL,0.08
1668290400,ACTUAL,0.12
1668292200,ACTUAL,0.06
1668294000,ACTUAL,0.11
1668295800,ACTUAL,1.31
1668297600,ACTUAL,0.09
1668299400,ACTUAL,0.08
1668301200,ACTUAL,0.05
1668303000,ACTUAL,0.07
1668304800,ACTUAL,0.08
1668306600,ACTUAL,0.05
1668308400,ACTUAL,0.52
1668310200,ACTUAL,0.2
1668312000,ACTUAL,0.16
1668313800,ACTUAL,0.12
1668315600,ACTUAL,0.14
1668317400,ACTUAL,0.16
1668319200,ACTUAL,0.12
1668321000,ACTUAL,0.07
1668322800,ACTUAL,0.62
1668324600,ACTUAL,0.05
1668326400,ACTUAL,0.07
1668328200,ACTUAL,0.09
1668330000,ACTUAL,0.04
1668331800,ACTUAL,0.08
1668333600,ACTUAL,0.07
1668335400,ACTUAL,0.05
1668337200,ACTUAL,0.09
1668339000,ACTUAL,0.04
1668340800,ACTUAL,0.08
1668342600,ACTUAL,0.07
1668344400,ACTUAL,0.05
1668346200,ACTUAL,0.1
1668348000,ACTUAL,0.13
1668349800,ACTUAL,0.85
1668351600,ACTUAL,0.77
1668353400,ACTUAL,0.37
1668355200,ACTUAL,0.17
1668357000,ACTUAL,0.05
1668358800,ACTUAL,0.15
1668360600,ACTUAL,1.65
1668362400,ACTUAL,0.19
1668364200,ACTUAL,0.2
1668366000,ACTUAL,0.04
1668367800,ACTUAL,0.06
1668369600,ACTUAL,0.08
1668371400,ACTUAL,0.04
1668373200,ACTUAL,0.06
1668375000,ACTUAL,0.07
1668376800,ACTUAL,0.08
1668378600,ACTUAL,0.19
1668380400,ACTUAL,0.18
1668382200,ACTUAL,0.1
1668384000,ACTUAL,1.77
1668385800,ACTUAL,3.79
1668387600,ACTUAL,1.03
1668389400,ACTUAL,0.17
1668391200,ACTUAL,1.54
1668393000,ACTUAL,0.49
1668394800,ACTUAL,0.34
1668396600,ACTUAL,0.28
1668398400,ACTUAL,0.06
1668400200,ACTUAL,0.07
1668402000,ACTUAL,0.09
1668403800,ACTUAL,0.05
1668405600,ACTUAL,0.15
1668407400,ACTUAL,0.56
1668409200,ACTUAL,0.04
1668411000,ACTUAL,0.08
1668412800,ACTUAL,0.06
1668414600,ACTUAL,0.05
1668416400,ACTUAL,0.09
1668418200,ACTUAL,0.04
1668420000,ACTUAL,0.07
1668421800,ACTUAL,0.07
1668423600,ACTUAL,0.04
1668425400,ACTUAL,0.23
1668427200,ACTUAL,0.2
1668429000,ACTUAL,0.4
1668430800,ACTUAL,0.72
1668432600,ACTUAL,0.67
1668434400,ACTUAL,0.06
1668436200,ACTUAL,0.04
1668438000,ACTUAL,0.08
1668439800,ACTUAL,0.05
1668441600,ACTUAL,0.05
1668443400,ACTUAL,0.08
1668445200,ACTUAL,0.04
1668447000,ACTUAL,0.06
1668448800,ACTUAL,0.06
1668450600,ACTUAL,0.04
1668452400,ACTUAL,0.08
1668454200,ACTUAL,0.04
1668456000,ACTUAL,0.05
1668457800,ACTUAL,0.07
1668459600,ACTUAL,0.04
1668461400,ACTUAL,0.07
1668463200,ACTUAL,0.06
1668465000,ACTUAL,0.64
1668466800,ACTUAL,2.27
1668468600,ACTUAL,0.37
1668470400,ACTUAL,0.06
1668472200,ACTUAL,0.11
1668474000,ACTUAL,0.12
1668475800,ACTUAL,0.31
1668477600,ACTUAL,0.16
1668479400,ACTUAL,1.4
1668481200,ACTUAL,0.06
1668483000,ACTUAL,0.09
1668484800,ACTUAL,0.04
1668486600,ACTUAL,0.07
1668488400,ACTUAL,0.07
1668490200,ACTUAL,0.04
1668492000,ACTUAL,0.07
1668493800,ACTUAL,0.05
1668495600,ACTUAL,0.04
1668497400,ACTUAL,0.08
1668499200,ACTUAL,0.04
1668501000,ACTUAL,0.05
1668502800,ACTUAL,0.07
1668504600,ACTUAL,0.04
1668506400,ACTUAL,0.08
1668508200,ACTUAL,0.68
1668510000,ACTUAL,0.04
1668511800,ACTUAL,0.2
1668513600,ACTUAL,0.13
1668515400,ACTUAL,0.73
1668517200,ACTUAL,0.3
1668519000,ACTUAL,0.5
1668520800,ACTUAL,0.77
1668522600,ACTUAL,0.15
1668524400,ACTUAL,0.15
1668526200,ACTUAL,0.95
1668528000,ACTUAL,2.08
1668529800,ACTUAL,0.64
1668531600,ACTUAL,0.68
1668533400,ACTUAL,0.09
1668535200,ACTUAL,0.04
1668537000,ACTUAL,0.1
1668538800,ACTUAL,0.2
1668540600,ACTUAL,0.1
1668542400,ACTUAL,0.15
1668544200,ACTUAL,0.12
1668546000,ACTUAL,0.12
1668547800,ACTUAL,0.99
1668549600,ACTUAL,3.61
1668551400,ACTUAL,1.15
1668553200,ACTUAL,0.16
1668555000,ACTUAL,0.88
1668556800,ACTUAL,0.74
1668558600,ACTUAL,0.53
1668560400,ACTUAL,0.34
1668562200,ACTUAL,0.47
1668564000,ACTUAL,0.46
1668565800,ACTUAL,1.08
1668567600,ACTUAL,0.47
1668569400,ACTUAL,0.93
1668571200,ACTUAL,0.19
1668573000,ACTUAL,0.07
1668574800,ACTUAL,0.04
1668576600,ACTUAL,0.07
1668578400,ACTUAL,0.07
1668580200,ACTUAL,0.04
1668582000,ACTUAL,0.06
1668583800,ACTUAL,0.07
1668585600,ACTUAL,0.04
1668587400,ACTUAL,0.06
1668589200,ACTUAL,0.07
1668591000,ACTUAL,0.04
1668592800,ACTUAL,0.06
1668594600,ACTUAL,0.88
1668596400,ACTUAL,0.12
1668598200,ACTUAL,0.47
1668600000,ACTUAL,0.82
1668601800,ACTUAL,0.11
1668603600,ACTUAL,0.05
1668605400,ACTUAL,0.08
1668607200,ACTUAL,0.06
1668609000,ACTUAL,0.04
1668610800,ACTUAL,0.07
1668612600,ACTUAL,0.63
1668614400,ACTUAL,0.34
1668616200,ACTUAL,0.2
1668618000,ACTUAL,0.2
1668619800,ACTUAL,0.04
1668621600,ACTUAL,0.06
1668623400,ACTUAL,0.08
1668625200,ACTUAL,0.04
1668627000,ACTUAL,0.05
1668628800,ACTUAL,0.08
1668630600,ACTUAL,0.04
1668632400,ACTUAL,0.05
1668634200,ACTUAL,0.62
1668636000,ACTUAL,0.29
1668637800,ACTUAL,0.12
1668639600,ACTUAL,0.09
1668641400,ACTUAL,0.08
1668643200,ACTUAL,0.23
1668645000,ACTUAL,1.22
1668646800,ACTUAL,0.16
1668648600,ACTUAL,0.05
1668650400,ACTUAL,2.85
1668652200,ACTUAL,4.03
1668654000,ACTUAL,3.03
1668655800,ACTUAL,0.6
1668657600,ACTUAL,0.34
1668659400,ACTUAL,0.09
1668661200,ACTUAL,0.04
1668663000,ACTUAL,0.06
1668664800,ACTUAL,0.06
1668666600,ACTUAL,0.04
1668668400,ACTUAL,0.08
1668670200,ACTUAL,0.05
1668672000,ACTUAL,0.05
1668673800,ACTUAL,0.07
1668675600,ACTUAL,0.04
1668677400,ACTUAL,0.64
1668679200,ACTUAL,0.13
1668681000,ACTUAL,0.13
1668682800,ACTUAL,0.16
1668684600,ACTUAL,0.12
1668686400,ACTUAL,1.28
1668688200,ACTUAL,0.07
1668690000,ACTUAL,0.04
1668691800,ACTUAL,0.07
1668693600,ACTUAL,0.04
1668695400,ACTUAL,0.07
1668697200,ACTUAL,0.04
1668699000,ACTUAL,0.07
1668700800,ACTUAL,0.04
1668702600,ACTUAL,2.01
1668704400,ACTUAL,0.67
1668706200,ACTUAL,0.09
1668708000,ACTUAL,0.04
1668709800,ACTUAL,0.08
1668711600,ACTUAL,0.04
1668713400,ACTUAL,0.07
1668715200,ACTUAL,0.04
1668717000,ACTUAL,0.11
1668718800,ACTUAL,0.05
1668720600,ACTUAL,0.71
1668722400,ACTUAL,1.14
1668724200,ACTUAL,0.09
1668726000,ACTUAL,1.63
1668727800,ACTUAL,2.02
1668729600,ACTUAL,2.81
1668731400,ACTUAL,3.4
1668733200,ACTUAL,1.0
1668735000,ACTUAL,0.78
1668736800,ACTUAL,0.64
1668738600,ACTUAL,0.84
1668740400,ACTUAL,1.17
1668742200,ACTUAL,0.06
1668744000,ACTUAL,0.07
1668745800,ACTUAL,0.06
1668747600,ACTUAL,0.07
1668749400,ACTUAL,0.06
1668751200,ACTUAL,0.06
1668753000,ACTUAL,0.05
1668754800,ACTUAL,0.07
1668756600,ACTUAL,0.06
1668758400,ACTUAL,0.06
1668760200,ACTUAL,0.05
1668762000,ACTUAL,0.07
1668763800,ACTUAL,0.06
1668765600,ACTUAL,0.06
1668767400,ACTUAL,0.11
1668769200,ACTUAL,0.19
1668771000,ACTUAL,0.63
1668772800,ACTUAL,0.53
1668774600,ACTUAL,0.66
1668776400,ACTUAL,0.07
1668778200,ACTUAL,0.07
1668780000,ACTUAL,2.64
1668781800,ACTUAL,0.93
1668783600,ACTUAL,0.74
1668785400,ACTUAL,0.7
1668787200,ACTUAL,0.53
1668789000,ACTUAL,0.16
1668790800,ACTUAL,0.12
1668792600,ACTUAL,0.12
1668794400,ACTUAL,0.05
1668796200,ACTUAL,0.12
1668798000,ACTUAL,0.83
1668799800,ACTUAL,0.53
1668801600,ACTUAL,0.29
1668803400,ACTUAL,0.3
1668805200,ACTUAL,1.16
1668807000,ACTUAL,1.5
1668808800,ACTUAL,0.37
1668810600,ACTUAL,0.78
1668812400,ACTUAL,1.0
1668814200,ACTUAL,0.55
1668816000,ACTUAL,0.21
1668817800,ACTUAL,1.06
1668819600,ACTUAL,2.87
1668821400,ACTUAL,1.67
1668823200,ACTUAL,0.8
1668825000,ACTUAL,0.41
1668826800,ACTUAL,1.9
1668828600,ACTUAL,0.7
1668830400,ACTUAL,0.94
1668832200,ACTUAL,0.45
1668834000,ACTUAL,0.16
1668835800,ACTUAL,0.1
1668837600,ACTUAL,0.08
1668839400,ACTUAL,0.06
1668841200,ACTUAL,0.08
1668843000,ACTUAL,0.05
1668844800,ACTUAL,0.08
1668846600,ACTUAL,0.08
1668848400,ACTUAL,0.58
1668850200,ACTUAL,0.04
1668852000,ACTUAL,0.08
1668853800,ACTUAL,0.05
1668855600,ACTUAL,0.06
1668857400,ACTUAL,0.06
1668859200,ACTUAL,0.09
1668861000,ACTUAL,0.14
1668862800,ACTUAL,0.71
1668864600,ACTUAL,0.12
1668866400,ACTUAL,2.04
1668868200,ACTUAL,1.79
1668870000,ACTUAL,2.32
1668871800,ACTUAL,0.14
1668873600,ACTUAL,0.14
1668875400,ACTUAL,0.12
1668877200,ACTUAL,0.22
1668879000,ACTUAL,0.07
1668880800,ACTUAL,0.1
1668882600,ACTUAL,0.07
1668884400,ACTUAL,0.09
1668886200,ACTUAL,0.1
1668888000,ACTUAL,0.06
1668889800,ACTUAL,0.1
1668891600,ACTUAL,0.06
1668893400,ACTUAL,0.08
1668895200,ACTUAL,0.1
1668897000,ACTUAL,0.15
1668898800,ACTUAL,0.14
1668900600,ACTUAL,0.64
1668902400,ACTUAL,0.11
1668904200,ACTUAL,0.04
1668906000,ACTUAL,0.08
1668907800,ACTUAL,0.04
1668909600,ACTUAL,0.07
1668911400,ACTUAL,0.04
1668913200,ACTUAL,0.07
1668915000,ACTUAL,0.61
1668916800,ACTUAL,0.31
1668918600,ACTUAL,0.41
1668920400,ACTUAL,0.21
1668922200,ACTUAL,0.24
1668924000,ACTUAL,0.31
1668925800,ACTUAL,0.25
1668927600,ACTUAL,0.22
1668929400,ACTUAL,0.11
1668931200,ACTUAL,0.05
1668933000,ACTUAL,0.07
1668934800,ACTUAL,0.06
1668936600,ACTUAL,0.07
1668938400,ACTUAL,0.07
1668940200,ACTUAL,0.05
1668942000,ACTUAL,0.07
1668943800,ACTUAL,0.05
1668945600,ACTUAL,0.08
1668947400,ACTUAL,0.1
1668949200,ACTUAL,0.92
1668951000,ACTUAL,0.14
1668952800,ACTUAL,0.18
1668954600,ACTUAL,0.11
1668956400,ACTUAL,0.14
1668958200,ACTUAL,0.63
1668960000,ACTUAL,0.09
1668961800,ACTUAL,0.67
1668963600,ACTUAL,1.18
1668965400,ACTUAL,1.04
1668967200,ACTUAL,0.07
1668969000,ACTUAL,0.06
1668970800,ACTUAL,0.09
1668972600,ACTUAL,0.26
1668974400,ACTUAL,0.08
1668976200,ACTUAL,0.05
1668978000,ACTUAL,0.07
1668979800,ACTUAL,0.05
1668981600,ACTUAL,2.64
1668983400,ACTUAL,1.3
1668985200,ACTUAL,1.84
1668987000,ACTUAL,0.63
1668988800,ACTUAL,0.31
1668990600,ACTUAL,0.5
1668992400,ACTUAL,0.7
1668994200,ACTUAL,0.46
1668996000,ACTUAL,0.83
1668997800,ACTUAL,1.82
1668999600,ACTUAL,0.42
1669001400,ACTUAL,0.09
1669003200,ACTUAL,0.07
1669005000,ACTUAL,0.08
1669006800,ACTUAL,0.06
1669008600,ACTUAL,0.07
1669010400,ACTUAL,0.06
1669012200,ACTUAL,0.22
1669014000,ACTUAL,0.62
1669015800,ACTUAL,0.08
1669017600,ACTUAL,0.06
1669019400,ACTUAL,0.06
1669021200,ACTUAL,0.06
1669023000,ACTUAL,0.06
1669024800,ACTUAL,0.07
1669026600,ACTUAL,1.15
1669028400,ACTUAL,3.32
1669030200,ACTUAL,2.21
1669032000,ACTUAL,0.77
1669033800,ACTUAL,0.67
1669035600,ACTUAL,1.65
1669037400,ACTUAL,1.35
1669039200,ACTUAL,0.76
1669041000,ACTUAL,0.6
1669042800,ACTUAL,3.99
1669044600,ACTUAL,4.01
1669046400,ACTUAL,2.24
1669048200,ACTUAL,1.24
1669050000,ACTUAL,0.58
1669051800,ACTUAL,0.1
1669053600,ACTUAL,0.15
1669055400,ACTUAL,0.11
1669057200,ACTUAL,0.12
1669059000,ACTUAL,0.13
1669060800,ACTUAL,0.1
1669062600,ACTUAL,0.17
1669064400,ACTUAL,0.08
1669066200,ACTUAL,0.12
1669068000,ACTUAL,0.65
1669069800,ACTUAL,0.11
1669071600,ACTUAL,0.38
1669073400,ACTUAL,0.86
1669075200,ACTUAL,0.37
1669077000,ACTUAL,0.24
1669078800,ACTUAL,0.07
1669080600,ACTUAL,0.04
1669082400,ACTUAL,0.07
1669084200,ACTUAL,0.06
1669086000,ACTUAL,0.05
1669087800,ACTUAL,0.06
1669089600,ACTUAL,0.05
1669091400,ACTUAL,0.53
1669093200,ACTUAL,0.12
1669095000,ACTUAL,0.08
1669096800,ACTUAL,0.04
1669098600,ACTUAL,0.23
1669100400,ACTUAL,0.36
1669102200,ACTUAL,0.06
1669104000,ACTUAL,0.06
1669105800,ACTUAL,0.05
1669107600,ACTUAL,0.07
1669109400,ACTUAL,0.04
1669111200,ACTUAL,0.08
1669113000,ACTUAL,0.04
1669114800,ACTUAL,0.08
1669116600,ACTUAL,0.04
1669118400,ACTUAL,0.07
1669120200,ACTUAL,0.05
1669122000,ACTUAL,0.06
1669123800,ACTUAL,0.06
1669125600,ACTUAL,0.05
1669127400,ACTUAL,0.07
1669129200,ACTUAL,0.04
1669131000,ACTUAL,1.93
1669132800,ACTUAL,0.63
1669134600,ACTUAL,0.6
1669136400,ACTUAL,0.29
1669138200,ACTUAL,0.08
1669140000,ACTUAL,0.05
1669141800,ACTUAL,0.05
1669143600,ACTUAL,0.06
1669145400,ACTUAL,0.04
1669147200,ACTUAL,0.07
1669149000,ACTUAL,0.04
1669150800,ACTUAL,0.07
1669152600,ACTUAL,0.04
1669154400,ACTUAL,0.07
1669156200,ACTUAL,0.05
1669158000,ACTUAL,0.05
1669159800,ACTUAL,0.06
1669161600,ACTUAL,0.04
1669163400,ACTUAL,0.08
1669165200,ACTUAL,0.04
1669167000,ACTUAL,0.07
1669168800,ACTUAL,0.04
1669170600,ACTUAL,0.06
1669172400,ACTUAL,0.06
1669174200,ACTUAL,0.6
1669176000,ACTUAL,0.66
1669177800,ACTUAL,0.63
1669179600,ACTUAL,1.05
1669181400,ACTUAL,0.32
1669183200,ACTUAL,0.31
1669185000,ACTUAL,0.25
1669186800,ACTUAL,0.34
1669188600,ACTUAL,0.08
1669190400,ACTUAL,0.04
1669192200,ACTUAL,0.07
1669194000,ACTUAL,0.04
1669195800,ACTUAL,0.08
1669197600,ACTUAL,0.04
1669199400,ACTUAL,0.06
1669201200,ACTUAL,0.09
1669203000,ACTUAL,0.26
1669204800,ACTUAL,0.08
1669206600,ACTUAL,0.09
1669208400,ACTUAL,0.08
1669210200,ACTUAL,0.05
1669212000,ACTUAL,0.06
1669213800,ACTUAL,0.06
1669215600,ACTUAL,0.08
1669217400,ACTUAL,0.6
1669219200,ACTUAL,0.67
1669221000,ACTUAL,0.46
1669222800,ACTUAL,0.33
1669224600,ACTUAL,0.02
1669226400,ACTUAL,0.06
1669228200,ACTUAL,0.02
1669230000,ACTUAL,0.06
1669231800,ACTUAL,0.04
1669233600,ACTUAL,0.07
1669235400,ACTUAL,0.04
1669237200,ACTUAL,0.08
1669239000,ACTUAL,0.04
1669240800,ACTUAL,0.07
1669242600,ACTUAL,0.04
1669244400,ACTUAL,0.07
1669246200,ACTUAL,0.04
1669248000,ACTUAL,0.07
1669249800,ACTUAL,0.05
1669251600,ACTUAL,0.06
1669253400,ACTUAL,0.05
1669255200,ACTUAL,0.06
1669257000,ACTUAL,0.06
1669258800,ACTUAL,0.06
1669260600,ACTUAL,0.55
1669262400,ACTUAL,0.64
1669264200,ACTUAL,0.54
1669266000,ACTUAL,0.38
1669267800,ACTUAL,0.39
1669269600,ACTUAL,0.26
1669271400,ACTUAL,0.29
1669273200,ACTUAL,0.38
1669275000,ACTUAL,0.08
1669276800,ACTUAL,0.04
1669278600,ACTUAL,0.06
1669280400,ACTUAL,0.04
1669282200,ACTUAL,0.85
1669284000,ACTUAL,0.04
1669285800,ACTUAL,0.07
1669287600,ACTUAL,0.04
1669289400,ACTUAL,0.07
1669291200,ACTUAL,0.04
1669293000,ACTUAL,0.07
1669294800,ACTUAL,0.04
1669296600,ACTUAL,0.07
1669298400,ACTUAL,0.04
1669300200,ACTUAL,0.07
1669302000,ACTUAL,0.04
1669303800,ACTUAL,0.07
1669305600,ACTUAL,0.04
1669307400,ACTUAL,1.58
1669309200,ACTUAL,0.63
1669311000,ACTUAL,0.07
1669312800,ACTUAL,0.04
1669314600,ACTUAL,0.08
1669316400,ACTUAL,0.04
1669318200,ACTUAL,0.06
1669320000,ACTUAL,0.04
1669321800,ACTUAL,0.07
1669323600,ACTUAL,0.05
1669325400,ACTUAL,0.06
1669327200,ACTUAL,0.04
1669329000,ACTUAL,0.06
1669330800,ACTUAL,0.05
1669332600,ACTUAL,0.05
1669334400,ACTUAL,0.05
1669336200,ACTUAL,0.06
1669338000,ACTUAL,0.05
1669339800,ACTUAL,0.05
1669341600,ACTUAL,0.05
1669343400,ACTUAL,0.06
1669345200,ACTUAL,0.06
1669347000,ACTUAL,0.62
1669348800,ACTUAL,0.49
1669350600,ACTUAL,0.33
1669352400,ACTUAL,0.16
1669354200,ACTUAL,0.22
1669356000,ACTUAL,0.08
1669357800,ACTUAL,0.17
1669359600,ACTUAL,0.19
1669361400,ACTUAL,0.04
1669363200,ACTUAL,0.07
1669365000,ACTUAL,0.04
1669366800,ACTUAL,0.08
1669368600,ACTUAL,0.04
1669370400,ACTUAL,0.08
1669372200,ACTUAL,0.04
1669374000,ACTUAL,0.08
1669375800,ACTUAL,0.04
1669377600,ACTUAL,0.07
1669379400,ACTUAL,0.04
1669381200,ACTUAL,0.07
1669383000,ACTUAL,0.05
1669384800,ACTUAL,0.86
1669386600,ACTUAL,0.05
1669388400,ACTUAL,0.06
1669390200,ACTUAL,0.05
1669392000,ACTUAL,0.06
1669393800,ACTUAL,0.55
1669395600,ACTUAL,0.17
1669397400,ACTUAL,0.06
1669399200,ACTUAL,0.04
1669401000,ACTUAL,0.06
1669402800,ACTUAL,0.04
1669404600,ACTUAL,0.07
1669406400,ACTUAL,0.04
1669408200,ACTUAL,0.07
1669410000,ACTUAL,0.03
1669411800,ACTUAL,0.08
1669413600,ACTUAL,0.04
1669415400,ACTUAL,0.07
1669417200,ACTUAL,0.04
1669419000,ACTUAL,0.07
1669420800,ACTUAL,0.04
1669422600,ACTUAL,0.06
1669424400,ACTUAL,0.04
1669426200,ACTUAL,0.06
1669428000,ACTUAL,0.05
1669429800,ACTUAL,0.06
1669431600,ACTUAL,0.05
1669433400,ACTUAL,0.39
1669435200,ACTUAL,0.15
1669437000,ACTUAL,0.17
1669438800,ACTUAL,0.12
1669440600,ACTUAL,0.2
1669442400,ACTUAL,0.07
1669444200,ACTUAL,0.23
1669446000,ACTUAL,0.07
1669447800,ACTUAL,0.04
1669449600,ACTUAL,0.08
1669451400,ACTUAL,0.04
1669453200,ACTUAL,0.07
1669455000,ACTUAL,0.04
1669456800,ACTUAL,0.07
1669458600,ACTUAL,0.04
1669460400,ACTUAL,0.06
1669462200,ACTUAL,0.05
1669464000,ACTUAL,0.06
1669465800,ACTUAL,0.05
1669467600,ACTUAL,0.05
1669469400,ACTUAL,0.05
1669471200,ACTUAL,0.05
1669473000,ACTUAL,0.06
1669474800,ACTUAL,0.05
1669476600,ACTUAL,0.07
1669478400,ACTUAL,0.04
1669480200,ACTUAL,0.64
1669482000,ACTUAL,0.5
1669483800,ACTUAL,0.06
1669485600,ACTUAL,0.04
1669487400,ACTUAL,0.08
1669489200,ACTUAL,0.82
1669491000,ACTUAL,0.07
1669492800,ACTUAL,0.04
1669494600,ACTUAL,0.07
1669496400,ACTUAL,0.05
1669498200,ACTUAL,0.06
1669500000,ACTUAL,0.05
1669501800,ACTUAL,0.06
1669503600,ACTUAL,0.06
1669505400,ACTUAL,0.05
1669507200,ACTUAL,0.06
1669509000,ACTUAL,0.05
1669510800,ACTUAL,0.08
1669512600,ACTUAL,0.04
1669514400,ACTUAL,0.07
1669516200,ACTUAL,0.04
1669518000,ACTUAL,0.08
1669519800,ACTUAL,0.61
1669521600,ACTUAL,0.53
1669523400,ACTUAL,0.28
